Stats,,,,,,,,,
Total Exited,2037,,,,,,,,
Total Records,10000,,,,,,,,
exit ratio,20.40%,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,RowNumber,Exited,Probability,Total Select,Total Select Percent,Random Select,Random Select,Model Select,Model Select Percent
,4699,0,0.171179089,4852,0.4852,988.3524,0.4852,1531,75.20%
,6285,1,0.171138541,4853,0.4853,988.5561,0.4853,1532,75.20%
,8835,0,0.171102483,4854,0.4854,988.7598,0.4854,1532,75.20%
,4123,0,0.170991482,4855,0.4855,988.9635,0.4855,1532,75.20%
,4208,0,0.170958907,4856,0.4856,989.1672,0.4856,1532,75.20%
,3340,1,0.17092286,4857,0.4857,989.3709,0.4857,1533,75.30%
,1778,0,0.170908914,4858,0.4858,989.5746,0.4858,1533,75.30%
,2074,0,0.170812645,4859,0.4859,989.7783,0.4859,1533,75.30%
,4170,0,0.170771191,4860,0.486,989.982,0.486,1533,75.30%
,9299,0,0.170762801,4861,0.4861,990.1857,0.4861,1533,75.30%
,8186,0,0.170742991,4862,0.4862,990.3894,0.4862,1533,75.30%
,179,0,0.170681693,4863,0.4863,990.5931,0.4863,1533,75.30%
,7884,0,0.170649263,4864,0.4864,990.7968,0.4864,1533,75.30%
,3851,0,0.170636586,4865,0.4865,991.0005,0.4865,1533,75.30%
,518,0,0.170516069,4866,0.4866,991.2042,0.4866,1533,75.30%
,9018,0,0.170483354,4867,0.4867,991.4079,0.4867,1533,75.30%
,1169,0,0.170441818,4868,0.4868,991.6116,0.4868,1533,75.30%
,7380,0,0.170375278,4869,0.4869,991.8153,0.4869,1533,75.30%
,9848,0,0.170340817,4870,0.487,992.019,0.487,1533,75.30%
,3103,0,0.170331496,4871,0.4871,992.2227,0.4871,1533,75.30%
,8989,0,0.170265424,4872,0.4872,992.4264,0.4872,1533,75.30%
,3509,0,0.170255185,4873,0.4873,992.6301,0.4873,1533,75.30%
,8004,1,0.170196793,4874,0.4874,992.8338,0.4874,1534,75.30%
,6010,0,0.170132452,4875,0.4875,993.0375,0.4875,1534,75.30%
,1764,0,0.170103231,4876,0.4876,993.2412,0.4876,1534,75.30%
,5096,0,0.170084999,4877,0.4877,993.4449,0.4877,1534,75.30%
,9272,0,0.170051935,4878,0.4878,993.6486,0.4878,1534,75.30%
,8637,1,0.169895555,4879,0.4879,993.8523,0.4879,1535,75.40%
,3538,0,0.169841778,4880,0.488,994.056,0.488,1535,75.40%
,8468,0,0.169821567,4881,0.4881,994.2597,0.4881,1535,75.40%
,7476,0,0.169807418,4882,0.4882,994.4634,0.4882,1535,75.40%
,73,0,0.169730738,4883,0.4883,994.6671,0.4883,1535,75.40%
,592,0,0.169681917,4884,0.4884,994.8708,0.4884,1535,75.40%
,6406,0,0.169652274,4885,0.4885,995.0745,0.4885,1535,75.40%
,5690,0,0.169600989,4886,0.4886,995.2782,0.4886,1535,75.40%
,9628,0,0.169560483,4887,0.4887,995.4819,0.4887,1535,75.40%
,928,0,0.169490144,4888,0.4888,995.6856,0.4888,1535,75.40%
,5297,1,0.169469873,4889,0.4889,995.8893,0.4889,1536,75.40%
,4663,0,0.169441851,4890,0.489,996.093,0.489,1536,75.40%
,1775,0,0.16940577,4891,0.4891,996.2967,0.4891,1536,75.40%
,3745,1,0.16940054,4892,0.4892,996.5004,0.4892,1537,75.50%
,9483,1,0.16940001,4893,0.4893,996.7041,0.4893,1538,75.50%
,342,0,0.169347186,4894,0.4894,996.9078,0.4894,1538,75.50%
,8730,0,0.169279602,4895,0.4895,997.1115,0.4895,1538,75.50%
,356,0,0.169266429,4896,0.4896,997.3152,0.4896,1538,75.50%
,7622,0,0.169242227,4897,0.4897,997.5189,0.4897,1538,75.50%
,2801,0,0.169097538,4898,0.4898,997.7226,0.4898,1538,75.50%
,2860,0,0.169075775,4899,0.4899,997.9263,0.4899,1538,75.50%
,6314,0,0.169047127,4900,0.49,998.13,0.49,1538,75.50%
,6574,0,0.169044874,4901,0.4901,998.3337,0.4901,1538,75.50%
,642,0,0.169009981,4902,0.4902,998.5374,0.4902,1538,75.50%
,9610,0,0.168994414,4903,0.4903,998.7411,0.4903,1538,75.50%
,1744,0,0.1689506,4904,0.4904,998.9448,0.4904,1538,75.50%
,5566,0,0.168930748,4905,0.4905,999.1485,0.4905,1538,75.50%
,2508,0,0.168883037,4906,0.4906,999.3522,0.4906,1538,75.50%
,2680,0,0.168867052,4907,0.4907,999.5559,0.4907,1538,75.50%
,8035,0,0.168657969,4908,0.4908,999.7596,0.4908,1538,75.50%
,3507,0,0.168587895,4909,0.4909,999.9633,0.4909,1538,75.50%
,5878,0,0.168564487,4910,0.491,1000.167,0.491,1538,75.50%
,9,0,0.168543923,4911,0.4911,1000.3707,0.4911,1538,75.50%
,5266,0,0.168543434,4912,0.4912,1000.5744,0.4912,1538,75.50%
,856,0,0.168494816,4913,0.4913,1000.7781,0.4913,1538,75.50%
,4475,0,0.168489147,4914,0.4914,1000.9818,0.4914,1538,75.50%
,3554,1,0.168258192,4915,0.4915,1001.1855,0.4915,1539,75.60%
,7929,0,0.168210986,4916,0.4916,1001.3892,0.4916,1539,75.60%
,8032,0,0.168208948,4917,0.4917,1001.5929,0.4917,1539,75.60%
,822,0,0.168125796,4918,0.4918,1001.7966,0.4918,1539,75.60%
,2295,0,0.168113673,4919,0.4919,1002.0003,0.4919,1539,75.60%
,9617,0,0.168064176,4920,0.492,1002.204,0.492,1539,75.60%
,5621,0,0.168042658,4921,0.4921,1002.4077,0.4921,1539,75.60%
,6990,0,0.16802302,4922,0.4922,1002.6114,0.4922,1539,75.60%
,3840,1,0.167938584,4923,0.4923,1002.8151,0.4923,1540,75.60%
,3528,0,0.167932937,4924,0.4924,1003.0188,0.4924,1540,75.60%
,8152,0,0.167846711,4925,0.4925,1003.2225,0.4925,1540,75.60%
,5585,0,0.1678253,4926,0.4926,1003.4262,0.4926,1540,75.60%
,3100,0,0.167685147,4927,0.4927,1003.6299,0.4927,1540,75.60%
,9779,0,0.167494892,4928,0.4928,1003.8336,0.4928,1540,75.60%
,9240,0,0.167493628,4929,0.4929,1004.0373,0.4929,1540,75.60%
,880,0,0.167475865,4930,0.493,1004.241,0.493,1540,75.60%
,8982,0,0.167440782,4931,0.4931,1004.4447,0.4931,1540,75.60%
,5497,0,0.167415075,4932,0.4932,1004.6484,0.4932,1540,75.60%
,9210,0,0.167372079,4933,0.4933,1004.8521,0.4933,1540,75.60%
,6973,1,0.167346983,4934,0.4934,1005.0558,0.4934,1541,75.70%
,4508,0,0.167335107,4935,0.4935,1005.2595,0.4935,1541,75.70%
,3662,0,0.167306079,4936,0.4936,1005.4632,0.4936,1541,75.70%
,6545,0,0.1672781,4937,0.4937,1005.6669,0.4937,1541,75.70%
,2378,0,0.167268691,4938,0.4938,1005.8706,0.4938,1541,75.70%
,7678,0,0.167091133,4939,0.4939,1006.0743,0.4939,1541,75.70%
,3812,0,0.167068493,4940,0.494,1006.278,0.494,1541,75.70%
,2855,0,0.167052543,4941,0.4941,1006.4817,0.4941,1541,75.70%
,1888,0,0.166986753,4942,0.4942,1006.6854,0.4942,1541,75.70%
,9343,0,0.166955577,4943,0.4943,1006.8891,0.4943,1541,75.70%
,9592,0,0.16693464,4944,0.4944,1007.0928,0.4944,1541,75.70%
,5738,0,0.166908707,4945,0.4945,1007.2965,0.4945,1541,75.70%
,6175,0,0.166856799,4946,0.4946,1007.5002,0.4946,1541,75.70%
,3183,0,0.166730981,4947,0.4947,1007.7039,0.4947,1541,75.70%
,4956,0,0.166636117,4948,0.4948,1007.9076,0.4948,1541,75.70%
,3884,0,0.1666278,4949,0.4949,1008.1113,0.4949,1541,75.70%
,3009,0,0.1666185,4950,0.495,1008.315,0.495,1541,75.70%
,5334,0,0.166605219,4951,0.4951,1008.5187,0.4951,1541,75.70%
,7182,1,0.166597236,4952,0.4952,1008.7224,0.4952,1542,75.70%
,1396,0,0.16658899,4953,0.4953,1008.9261,0.4953,1542,75.70%
,34,0,0.16655331,4954,0.4954,1009.1298,0.4954,1542,75.70%
,4915,0,0.166551434,4955,0.4955,1009.3335,0.4955,1542,75.70%
,1413,0,0.166530289,4956,0.4956,1009.5372,0.4956,1542,75.70%
,9118,0,0.16651825,4957,0.4957,1009.7409,0.4957,1542,75.70%
,4784,0,0.166412497,4958,0.4958,1009.9446,0.4958,1542,75.70%
,6959,0,0.166388934,4959,0.4959,1010.1483,0.4959,1542,75.70%
,7061,0,0.166359576,4960,0.496,1010.352,0.496,1542,75.70%
,1850,0,0.166318357,4961,0.4961,1010.5557,0.4961,1542,75.70%
,2117,0,0.166271102,4962,0.4962,1010.7594,0.4962,1542,75.70%
,4410,1,0.166253223,4963,0.4963,1010.9631,0.4963,1543,75.70%
,2337,1,0.16624865,4964,0.4964,1011.1668,0.4964,1544,75.80%
,292,0,0.166194382,4965,0.4965,1011.3705,0.4965,1544,75.80%
,4328,0,0.166158867,4966,0.4966,1011.5742,0.4966,1544,75.80%
,1663,0,0.165984862,4967,0.4967,1011.7779,0.4967,1544,75.80%
,3445,0,0.165957656,4968,0.4968,1011.9816,0.4968,1544,75.80%
,4437,0,0.165946484,4969,0.4969,1012.1853,0.4969,1544,75.80%
,8028,1,0.165933752,4970,0.497,1012.389,0.497,1545,75.80%
,1909,0,0.165861774,4971,0.4971,1012.5927,0.4971,1545,75.80%
,7528,0,0.165800588,4972,0.4972,1012.7964,0.4972,1545,75.80%
,9751,1,0.16578803,4973,0.4973,1013.0001,0.4973,1546,75.90%
,5685,0,0.165785891,4974,0.4974,1013.2038,0.4974,1546,75.90%
,598,0,0.165773248,4975,0.4975,1013.4075,0.4975,1546,75.90%
,466,0,0.165729233,4976,0.4976,1013.6112,0.4976,1546,75.90%
,4031,0,0.165719341,4977,0.4977,1013.8149,0.4977,1546,75.90%
,3998,0,0.165677478,4978,0.4978,1014.0186,0.4978,1546,75.90%
,4977,0,0.165624273,4979,0.4979,1014.2223,0.4979,1546,75.90%
,2272,0,0.165613313,4980,0.498,1014.426,0.498,1546,75.90%
,8704,0,0.16557694,4981,0.4981,1014.6297,0.4981,1546,75.90%
,2412,0,0.165543614,4982,0.4982,1014.8334,0.4982,1546,75.90%
,9168,0,0.165495007,4983,0.4983,1015.0371,0.4983,1546,75.90%
,6854,0,0.165477937,4984,0.4984,1015.2408,0.4984,1546,75.90%
,926,0,0.165465695,4985,0.4985,1015.4445,0.4985,1546,75.90%
,7125,0,0.165433182,4986,0.4986,1015.6482,0.4986,1546,75.90%
,8689,1,0.165341511,4987,0.4987,1015.8519,0.4987,1547,75.90%
,3058,0,0.165326347,4988,0.4988,1016.0556,0.4988,1547,75.90%
,6615,0,0.165318244,4989,0.4989,1016.2593,0.4989,1547,75.90%
,194,0,0.165288063,4990,0.499,1016.463,0.499,1547,75.90%
,5391,1,0.165218103,4991,0.4991,1016.6667,0.4991,1548,76.00%
,5138,1,0.165168999,4992,0.4992,1016.8704,0.4992,1549,76.00%
,8436,1,0.165137508,4993,0.4993,1017.0741,0.4993,1550,76.10%
,7087,0,0.165125323,4994,0.4994,1017.2778,0.4994,1550,76.10%
,9689,0,0.165073948,4995,0.4995,1017.4815,0.4995,1550,76.10%
,8219,0,0.165065597,4996,0.4996,1017.6852,0.4996,1550,76.10%
,546,0,0.165063499,4997,0.4997,1017.8889,0.4997,1550,76.10%
,6042,0,0.165034761,4998,0.4998,1018.0926,0.4998,1550,76.10%
,2468,0,0.165017464,4999,0.4999,1018.2963,0.4999,1550,76.10%
,2123,0,0.16498885,5000,0.5,1018.5,0.5,1550,76.10%
,4177,0,0.164972184,5001,0.5001,1018.7037,0.5001,1550,76.10%
,2777,0,0.16495126,5002,0.5002,1018.9074,0.5002,1550,76.10%
,6425,1,0.164891148,5003,0.5003,1019.1111,0.5003,1551,76.10%
,8516,0,0.164854664,5004,0.5004,1019.3148,0.5004,1551,76.10%
,2039,1,0.164653796,5005,0.5005,1019.5185,0.5005,1552,76.20%
,5302,0,0.164528226,5006,0.5006,1019.7222,0.5006,1552,76.20%
,5755,0,0.164462054,5007,0.5007,1019.9259,0.5007,1552,76.20%
,9799,0,0.164437933,5008,0.5008,1020.1296,0.5008,1552,76.20%
,8698,0,0.164423769,5009,0.5009,1020.3333,0.5009,1552,76.20%
,8719,1,0.1644137,5010,0.501,1020.537,0.501,1553,76.20%
,7564,0,0.164394452,5011,0.5011,1020.7407,0.5011,1553,76.20%
,4678,1,0.16434692,5012,0.5012,1020.9444,0.5012,1554,76.30%
,4461,0,0.164327077,5013,0.5013,1021.1481,0.5013,1554,76.30%
,1028,0,0.164281846,5014,0.5014,1021.3518,0.5014,1554,76.30%
,1770,0,0.164253119,5015,0.5015,1021.5555,0.5015,1554,76.30%
,2019,0,0.164102421,5016,0.5016,1021.7592,0.5016,1554,76.30%
,2441,0,0.164098442,5017,0.5017,1021.9629,0.5017,1554,76.30%
,8014,0,0.164025963,5018,0.5018,1022.1666,0.5018,1554,76.30%
,5503,0,0.1639885,5019,0.5019,1022.3703,0.5019,1554,76.30%
,5147,0,0.163958917,5020,0.502,1022.574,0.502,1554,76.30%
,3646,1,0.163870854,5021,0.5021,1022.7777,0.5021,1555,76.30%
,3195,0,0.163834146,5022,0.5022,1022.9814,0.5022,1555,76.30%
,710,0,0.163782573,5023,0.5023,1023.1851,0.5023,1555,76.30%
,4964,0,0.163760649,5024,0.5024,1023.3888,0.5024,1555,76.30%
,4035,0,0.163749535,5025,0.5025,1023.5925,0.5025,1555,76.30%
,6437,0,0.163740326,5026,0.5026,1023.7962,0.5026,1555,76.30%
,6281,0,0.163736483,5027,0.5027,1023.9999,0.5027,1555,76.30%
,2527,0,0.163710314,5028,0.5028,1024.2036,0.5028,1555,76.30%
,8853,0,0.163699421,5029,0.5029,1024.4073,0.5029,1555,76.30%
,7213,1,0.163685364,5030,0.503,1024.611,0.503,1556,76.40%
,9664,0,0.16365285,5031,0.5031,1024.8147,0.5031,1556,76.40%
,3374,0,0.163560508,5032,0.5032,1025.0184,0.5032,1556,76.40%
,5572,1,0.163555384,5033,0.5033,1025.2221,0.5033,1557,76.40%
,8634,0,0.16352548,5034,0.5034,1025.4258,0.5034,1557,76.40%
,5083,1,0.163514157,5035,0.5035,1025.6295,0.5035,1558,76.50%
,3441,1,0.163508841,5036,0.5036,1025.8332,0.5036,1559,76.50%
,4276,0,0.163479966,5037,0.5037,1026.0369,0.5037,1559,76.50%
,9318,1,0.163453151,5038,0.5038,1026.2406,0.5038,1560,76.60%
,4815,0,0.163414782,5039,0.5039,1026.4443,0.5039,1560,76.60%
,6269,0,0.163399565,5040,0.504,1026.648,0.504,1560,76.60%
,6202,0,0.163368701,5041,0.5041,1026.8517,0.5041,1560,76.60%
,2745,0,0.163352139,5042,0.5042,1027.0554,0.5042,1560,76.60%
,1633,0,0.163342023,5043,0.5043,1027.2591,0.5043,1560,76.60%
,298,1,0.163338324,5044,0.5044,1027.4628,0.5044,1561,76.60%
,319,0,0.163332859,5045,0.5045,1027.6665,0.5045,1561,76.60%
,4018,1,0.163320207,5046,0.5046,1027.8702,0.5046,1562,76.70%
,7368,0,0.163187956,5047,0.5047,1028.0739,0.5047,1562,76.70%
,4719,0,0.163150401,5048,0.5048,1028.2776,0.5048,1562,76.70%
,9530,0,0.163072366,5049,0.5049,1028.4813,0.5049,1562,76.70%
,962,0,0.163022536,5050,0.505,1028.685,0.505,1562,76.70%
,1036,0,0.163010312,5051,0.5051,1028.8887,0.5051,1562,76.70%
,4783,0,0.162991355,5052,0.5052,1029.0924,0.5052,1562,76.70%
,9972,0,0.162907043,5053,0.5053,1029.2961,0.5053,1562,76.70%
,8080,0,0.162904288,5054,0.5054,1029.4998,0.5054,1562,76.70%
,7939,0,0.162899494,5055,0.5055,1029.7035,0.5055,1562,76.70%
,670,0,0.162893103,5056,0.5056,1029.9072,0.5056,1562,76.70%
,5674,0,0.162879993,5057,0.5057,1030.1109,0.5057,1562,76.70%
,645,1,0.162851174,5058,0.5058,1030.3146,0.5058,1563,76.70%
,2487,0,0.162845538,5059,0.5059,1030.5183,0.5059,1563,76.70%
,6644,0,0.162827913,5060,0.506,1030.722,0.506,1563,76.70%
,3854,0,0.162768554,5061,0.5061,1030.9257,0.5061,1563,76.70%
,1618,0,0.162734226,5062,0.5062,1031.1294,0.5062,1563,76.70%
,6881,0,0.162728565,5063,0.5063,1031.3331,0.5063,1563,76.70%
,6211,0,0.162607242,5064,0.5064,1031.5368,0.5064,1563,76.70%
,1196,0,0.16254879,5065,0.5065,1031.7405,0.5065,1563,76.70%
,1899,1,0.162542639,5066,0.5066,1031.9442,0.5066,1564,76.80%
,6485,0,0.162496712,5067,0.5067,1032.1479,0.5067,1564,76.80%
,7158,0,0.162468057,5068,0.5068,1032.3516,0.5068,1564,76.80%
,3858,0,0.162457198,5069,0.5069,1032.5553,0.5069,1564,76.80%
,934,1,0.162385708,5070,0.507,1032.759,0.507,1565,76.80%
,4789,0,0.162356119,5071,0.5071,1032.9627,0.5071,1565,76.80%
,8136,0,0.162197696,5072,0.5072,1033.1664,0.5072,1565,76.80%
,5461,0,0.16214643,5073,0.5073,1033.3701,0.5073,1565,76.80%
,811,0,0.162076287,5074,0.5074,1033.5738,0.5074,1565,76.80%
,2638,0,0.162016488,5075,0.5075,1033.7775,0.5075,1565,76.80%
,6940,0,0.16187446,5076,0.5076,1033.9812,0.5076,1565,76.80%
,4402,0,0.161841603,5077,0.5077,1034.1849,0.5077,1565,76.80%
,8490,0,0.161688192,5078,0.5078,1034.3886,0.5078,1565,76.80%
,6714,1,0.161586446,5079,0.5079,1034.5923,0.5079,1566,76.90%
,5446,0,0.161568979,5080,0.508,1034.796,0.508,1566,76.90%
,2173,0,0.161427073,5081,0.5081,1034.9997,0.5081,1566,76.90%
,9034,0,0.161415311,5082,0.5082,1035.2034,0.5082,1566,76.90%
,2989,1,0.161399486,5083,0.5083,1035.4071,0.5083,1567,76.90%
,3252,1,0.161331296,5084,0.5084,1035.6108,0.5084,1568,77.00%
,924,0,0.161317594,5085,0.5085,1035.8145,0.5085,1568,77.00%
,9923,0,0.161257559,5086,0.5086,1036.0182,0.5086,1568,77.00%
,5797,0,0.161238862,5087,0.5087,1036.2219,0.5087,1568,77.00%
,8814,0,0.161215661,5088,0.5088,1036.4256,0.5088,1568,77.00%
,9741,0,0.161188951,5089,0.5089,1036.6293,0.5089,1568,77.00%
,9205,0,0.16116693,5090,0.509,1036.833,0.509,1568,77.00%
,1055,0,0.161136275,5091,0.5091,1037.0367,0.5091,1568,77.00%
,3453,1,0.161079933,5092,0.5092,1037.2404,0.5092,1569,77.00%
,3197,0,0.16101414,5093,0.5093,1037.4441,0.5093,1569,77.00%
,1810,0,0.161007585,5094,0.5094,1037.6478,0.5094,1569,77.00%
,9696,0,0.16091931,5095,0.5095,1037.8515,0.5095,1569,77.00%
,1639,0,0.160883828,5096,0.5096,1038.0552,0.5096,1569,77.00%
,8669,0,0.160815319,5097,0.5097,1038.2589,0.5097,1569,77.00%
,5730,0,0.160808927,5098,0.5098,1038.4626,0.5098,1569,77.00%
,825,0,0.160796734,5099,0.5099,1038.6663,0.5099,1569,77.00%
,1211,1,0.160757123,5100,0.51,1038.87,0.51,1570,77.10%
,4372,1,0.160749279,5101,0.5101,1039.0737,0.5101,1571,77.10%
,8165,0,0.16073806,5102,0.5102,1039.2774,0.5102,1571,77.10%
,3862,1,0.160696297,5103,0.5103,1039.4811,0.5103,1572,77.20%
,3832,0,0.16066451,5104,0.5104,1039.6848,0.5104,1572,77.20%
,2386,0,0.160652555,5105,0.5105,1039.8885,0.5105,1572,77.20%
,4736,0,0.160609871,5106,0.5106,1040.0922,0.5106,1572,77.20%
,1736,0,0.160604533,5107,0.5107,1040.2959,0.5107,1572,77.20%
,9414,0,0.160600618,5108,0.5108,1040.4996,0.5108,1572,77.20%
,4340,0,0.160599343,5109,0.5109,1040.7033,0.5109,1572,77.20%
,4627,0,0.160556942,5110,0.511,1040.907,0.511,1572,77.20%
,6433,0,0.160548562,5111,0.5111,1041.1107,0.5111,1572,77.20%
,9256,1,0.160513873,5112,0.5112,1041.3144,0.5112,1573,77.20%
,823,0,0.160496137,5113,0.5113,1041.5181,0.5113,1573,77.20%
,9739,1,0.160483461,5114,0.5114,1041.7218,0.5114,1574,77.30%
,4910,0,0.160477049,5115,0.5115,1041.9255,0.5115,1574,77.30%
,3001,0,0.160471963,5116,0.5116,1042.1292,0.5116,1574,77.30%
,8030,0,0.160464399,5117,0.5117,1042.3329,0.5117,1574,77.30%
,5411,0,0.160462345,5118,0.5118,1042.5366,0.5118,1574,77.30%
,4137,1,0.160429611,5119,0.5119,1042.7403,0.5119,1575,77.30%
,774,0,0.160341921,5120,0.512,1042.944,0.512,1575,77.30%
,6196,0,0.160337823,5121,0.5121,1043.1477,0.5121,1575,77.30%
,7519,0,0.1603125,5122,0.5122,1043.3514,0.5122,1575,77.30%
,8141,0,0.160301749,5123,0.5123,1043.5551,0.5123,1575,77.30%
,5916,1,0.160284699,5124,0.5124,1043.7588,0.5124,1576,77.40%
,4203,0,0.160273978,5125,0.5125,1043.9625,0.5125,1576,77.40%
,7090,0,0.160185245,5126,0.5126,1044.1662,0.5126,1576,77.40%
,3963,0,0.160158011,5127,0.5127,1044.3699,0.5127,1576,77.40%
,8605,0,0.160147659,5128,0.5128,1044.5736,0.5128,1576,77.40%
,7390,0,0.159957495,5129,0.5129,1044.7773,0.5129,1576,77.40%
,1679,0,0.159914656,5130,0.513,1044.981,0.513,1576,77.40%
,7073,0,0.159892874,5131,0.5131,1045.1847,0.5131,1576,77.40%
,2739,1,0.159892611,5132,0.5132,1045.3884,0.5132,1577,77.40%
,8945,0,0.15988872,5133,0.5133,1045.5921,0.5133,1577,77.40%
,435,0,0.159881486,5134,0.5134,1045.7958,0.5134,1577,77.40%
,4299,0,0.159861397,5135,0.5135,1045.9995,0.5135,1577,77.40%
,8766,0,0.159835086,5136,0.5136,1046.2032,0.5136,1577,77.40%
,5883,1,0.159820071,5137,0.5137,1046.4069,0.5137,1578,77.50%
,7196,0,0.159815065,5138,0.5138,1046.6106,0.5138,1578,77.50%
,3989,1,0.159815003,5139,0.5139,1046.8143,0.5139,1579,77.50%
,4825,0,0.159805377,5140,0.514,1047.018,0.514,1579,77.50%
,2038,1,0.15980131,5141,0.5141,1047.2217,0.5141,1580,77.60%
,8409,0,0.159796223,5142,0.5142,1047.4254,0.5142,1580,77.60%
,5823,0,0.159786567,5143,0.5143,1047.6291,0.5143,1580,77.60%
,5386,1,0.159739786,5144,0.5144,1047.8328,0.5144,1581,77.60%
,4063,1,0.159703061,5145,0.5145,1048.0365,0.5145,1582,77.70%
,2743,0,0.159696717,5146,0.5146,1048.2402,0.5146,1582,77.70%
,7204,0,0.159692869,5147,0.5147,1048.4439,0.5147,1582,77.70%
,4565,0,0.159681359,5148,0.5148,1048.6476,0.5148,1582,77.70%
,5720,0,0.159635918,5149,0.5149,1048.8513,0.5149,1582,77.70%
,9345,0,0.159629235,5150,0.515,1049.055,0.515,1582,77.70%
,5630,0,0.159480323,5151,0.5151,1049.2587,0.5151,1582,77.70%
,9226,0,0.159480051,5152,0.5152,1049.4624,0.5152,1582,77.70%
,8998,0,0.159366506,5153,0.5153,1049.6661,0.5153,1582,77.70%
,186,0,0.159355835,5154,0.5154,1049.8698,0.5154,1582,77.70%
,4009,0,0.15930726,5155,0.5155,1050.0735,0.5155,1582,77.70%
,6036,0,0.159294012,5156,0.5156,1050.2772,0.5156,1582,77.70%
,7243,1,0.159282423,5157,0.5157,1050.4809,0.5157,1583,77.70%
,8770,0,0.159280606,5158,0.5158,1050.6846,0.5158,1583,77.70%
,4851,1,0.159265917,5159,0.5159,1050.8883,0.5159,1584,77.80%
,84,0,0.159212815,5160,0.516,1051.092,0.516,1584,77.80%
,4041,0,0.159202259,5161,0.5161,1051.2957,0.5161,1584,77.80%
,7952,0,0.159167709,5162,0.5162,1051.4994,0.5162,1584,77.80%
,6846,0,0.159001517,5163,0.5163,1051.7031,0.5163,1584,77.80%
,7163,0,0.158987741,5164,0.5164,1051.9068,0.5164,1584,77.80%
,4920,0,0.15897852,5165,0.5165,1052.1105,0.5165,1584,77.80%
,1939,0,0.158935709,5166,0.5166,1052.3142,0.5166,1584,77.80%
,8577,0,0.15885845,5167,0.5167,1052.5179,0.5167,1584,77.80%
,2046,0,0.158838413,5168,0.5168,1052.7216,0.5168,1584,77.80%
,7246,0,0.158805464,5169,0.5169,1052.9253,0.5169,1584,77.80%
,7135,0,0.15871678,5170,0.517,1053.129,0.517,1584,77.80%
,1228,0,0.158680594,5171,0.5171,1053.3327,0.5171,1584,77.80%
,5333,0,0.158677835,5172,0.5172,1053.5364,0.5172,1584,77.80%
,9046,1,0.158581417,5173,0.5173,1053.7401,0.5173,1585,77.80%
,2202,0,0.158577075,5174,0.5174,1053.9438,0.5174,1585,77.80%
,82,1,0.158510445,5175,0.5175,1054.1475,0.5175,1586,77.90%
,461,0,0.158501905,5176,0.5176,1054.3512,0.5176,1586,77.90%
,4061,0,0.15846957,5177,0.5177,1054.5549,0.5177,1586,77.90%
,7265,0,0.158451399,5178,0.5178,1054.7586,0.5178,1586,77.90%
,1067,1,0.158448128,5179,0.5179,1054.9623,0.5179,1587,77.90%
,8241,1,0.158324206,5180,0.518,1055.166,0.518,1588,78.00%
,842,0,0.158313189,5181,0.5181,1055.3697,0.5181,1588,78.00%
,4124,0,0.158219143,5182,0.5182,1055.5734,0.5182,1588,78.00%
,8752,0,0.158216678,5183,0.5183,1055.7771,0.5183,1588,78.00%
,7285,0,0.158214986,5184,0.5184,1055.9808,0.5184,1588,78.00%
,4132,0,0.158162907,5185,0.5185,1056.1845,0.5185,1588,78.00%
,337,0,0.158132517,5186,0.5186,1056.3882,0.5186,1588,78.00%
,5548,1,0.158126903,5187,0.5187,1056.5919,0.5187,1589,78.00%
,6458,0,0.158072018,5188,0.5188,1056.7956,0.5188,1589,78.00%
,638,0,0.158046643,5189,0.5189,1056.9993,0.5189,1589,78.00%
,2300,0,0.15803245,5190,0.519,1057.203,0.519,1589,78.00%
,1706,0,0.157932675,5191,0.5191,1057.4067,0.5191,1589,78.00%
,2437,0,0.157894704,5192,0.5192,1057.6104,0.5192,1589,78.00%
,5703,0,0.157866004,5193,0.5193,1057.8141,0.5193,1589,78.00%
,1464,0,0.15786415,5194,0.5194,1058.0178,0.5194,1589,78.00%
,702,0,0.157788343,5195,0.5195,1058.2215,0.5195,1589,78.00%
,6301,0,0.157785883,5196,0.5196,1058.4252,0.5196,1589,78.00%
,5236,1,0.157719567,5197,0.5197,1058.6289,0.5197,1590,78.10%
,2741,0,0.15769368,5198,0.5198,1058.8326,0.5198,1590,78.10%
,1162,1,0.157678392,5199,0.5199,1059.0363,0.5199,1591,78.10%
,4013,0,0.157612293,5200,0.52,1059.24,0.52,1591,78.10%
,7984,0,0.157584612,5201,0.5201,1059.4437,0.5201,1591,78.10%
,5284,0,0.157551547,5202,0.5202,1059.6474,0.5202,1591,78.10%
,7803,0,0.157353119,5203,0.5203,1059.8511,0.5203,1591,78.10%
,7236,0,0.157345794,5204,0.5204,1060.0548,0.5204,1591,78.10%
,4236,0,0.157332329,5205,0.5205,1060.2585,0.5205,1591,78.10%
,4459,0,0.157289905,5206,0.5206,1060.4622,0.5206,1591,78.10%
,6695,0,0.157278943,5207,0.5207,1060.6659,0.5207,1591,78.10%
,7761,1,0.15727332,5208,0.5208,1060.8696,0.5208,1592,78.20%
,4734,0,0.15726199,5209,0.5209,1061.0733,0.5209,1592,78.20%
,6947,0,0.157235881,5210,0.521,1061.277,0.521,1592,78.20%
,8671,0,0.157174405,5211,0.5211,1061.4807,0.5211,1592,78.20%
